Número Estação;Operadora;SiglaUf;MUN;Bairro;Logradouro;Latitude;Longitude;IBGE;ClassInfraFisica;Tecs;Faixa
1005067594;CLARO;RJ;Rio de Janeiro;GUARATIBA;EST DO MORRO CAVADO, 3550, ;-22.98403;-43.57239;3304557;Greenfield ;2G 3G 4G 5G ;700 850 1800 2500 3500 
1005067608;CLARO;RJ;Rio de Janeiro;GUARATIBA;R GIORDANO VINCENZO, S/N, ESQUINA COM ESTRADA DO MAGARÇA;-22.93617;-43.58259;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005067616;CLARO;RJ;Rio de Janeiro;PADRE MIGUEL;EST DA ÁGUA BRANCA, S/N, AO LADO DO NUMERO 4047;-22.86243;-43.45277;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005067624;CLARO;RJ;Rio de Janeiro;BANGU;R ARAQUEM, 1360, ;-22.85136;-43.45989;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005067632;CLARO;RJ;Rio de Janeiro;PENHA CIRCULAR;AV BRAZ DE PINA, 874, ;-22.83883;-43.29581;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005067640;CLARO;RJ;Petrópolis;CORREAS;R ARISTIDES FRAGA, 3160, ;-22.45035;-43.14405;3303906;Rooftop ;3G 4G 5G ;700 850 2100 2500 3500 
1005067659;CLARO;RJ;Rio de Janeiro;Anil;R ARATICUM, 447, ;-22.95615;-43.33278;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005067667;CLARO;RJ;Rio de Janeiro;JACAREPAGUA;R IPADU, SN, ;-22.925;-43.39444;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005067675;CLARO;RJ;Rio de Janeiro;PECHINCHA;AVENIDA GENEMARIO DANTAS, 718, BLOCO 01;-22.92965;-43.35454;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005067683;CLARO;RJ;Rio de Janeiro;SANTÍSSIMO;EST DOS SETE RIACHOS, S/N, ENDEREÇO CORRETO (R CAMINHO DO QUITUNGO 420) PORÉM NÃO POSSUI CEP CADASTRADO.;-22.86242;-43.51299;3304557;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005067691;CLARO;RJ;Rio de Janeiro;RIACHUELO;R VINTE E QUATRO DE MAIO, 516, ;-22.90213;-43.25791;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005067705;CLARO;RJ;Rio de Janeiro;Laranjeiras;R ALVARO CHAVES, 6, PREDIO ESQUINA RUA ALVARO CHAVES COM PINHEIRO MACHADO;-22.93579;-43.18426;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005067713;CLARO;RJ;Rio de Janeiro;PARADA DE LUCAS;R MIZAEL DE MENDONÇA, 300, Esquina com rua Guadalupe, condomínio Vila Carioca;-22.82105;-43.3106;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005067721;CLARO;RJ;Rio de Janeiro;RECREIO DOS BANDEIRANTES;AV GUILHERME DE ALMEIDA, 335, ;-23.01494;-43.45498;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005067730;CLARO;RJ;Rio de Janeiro;RECREIO DOS BANDEIRANTES;R PROFA. ÉDNA CÔRTE SILVEIRA, LOTE 17, QUADRA 9, ;-23.02673;-43.48089;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005067748;CLARO;RJ;Rio de Janeiro;BRAZ DE PINA;R DEZOITO DE SETEMBRO, 38, ;-22.83412;-43.30386;3304557;Rooftop ;3G 4G 5G ;700 850 1800 2500 3500 
1005068140;CLARO;MG;São Gotardo;CENTRO;R MAJOR OLIMPO FRANCO, S/N, AO LADO DO Nº 33;-19.30881;-46.04708;3162104;Greenfield ;3G 4G ;1800 2100 
1005068159;CLARO;MG;Pedro Leopoldo;CENTRO;R SENADOR MELO VIANA, 44, ;-19.62298;-44.04179;3149309;Rooftop ;2G 3G 4G ;700 1800 2100 2500 
1005068167;CLARO;MG;Pedro Leopoldo;IPANEMA;R GUILHERMINA AUGUSTA VIEIRA, 925, ;-19.57335;-44.03873;3149309;Greenfield ;2G 3G 4G ;700 1800 2100 2500 
1005068175;CLARO;MG;Lagoa Santa;Palmital;R SANTA CRUZ, 890, ;-19.59953;-43.8998;3137601;Greenfield ;3G 4G ;700 1800 2100 2500 
1005068183;CLARO;MG;Juiz de Fora;JARDIM CECILIA;R ALMIR MONTEIRO, S/N, ;-21.78488;-43.35217;3136702;Greenfield ;3G 4G 5G ;700 1800 2100 2500 3500 
1005068191;CLARO;MG;Itabirito;DONA LUIZINHA;R RAIMUNDA LEMOS BAETA, 98, ;-20.25945;-43.80369;3131901;Greenfield ;2G 3G 4G ;700 1800 2100 2500 
1005068205;CLARO;MG;Capelinha;INDUSTRIAL;R JUENTINO VIEIRA, 900, ;-17.69912;-42.52557;3112307;Rooftop ;2G 3G 4G ;700 1800 2100 
1005068213;CLARO;MG;Betim;INGÁ ALTO;AV JUIZ MARCO TULIO ISAAC, 1119, MONTE CARMO SHOPPING;-19.95826;-44.18925;3106705;Indoor ;3G 4G ;2100 2500 
1005068221;CLARO;MG;Betim;ICAIVERA;R TAPITI, S/N, ;-19.862;-44.161;3106705;Greenfield ;2G 3G 4G ;700 1800 2100 2500 
1005068230;CLARO;MG;Betim;Itacolomi;R CACHOEIRINHA, 106, ;-19.9273;-44.1708;3106705;Greenfield ;3G 4G 5G ;700 1800 2100 2500 3500 
1005075325;VIVO;SP;Mogi das Cruzes;VILA SUISSA;Avenida Floresbal Chacon Martins, 800, ;-23.493339;-46.142996;3530607;Greenfield ;4G 5G ;700 1800 2500 3500 
1005075333;VIVO;SP;Jundiaí;VILA MILITAR;RODOVIA VIA ANHANGUERA, S/N, KM 52,35 SP 330;-23.234803;-46.863431;3525904;Greenfield ;3G 4G ;2100 2500 
1005075341;VIVO;SP;Jundiaí;VILA ANGELICA;RUA CICA, 558, S/N, -;-23.205873;-46.880555;3525904;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005075350;VIVO;SP;Jundiaí;(vazio);AVENIDA COMENDADOR GUMERCINDO BARRAQUEIROS, 959, , ;-23.2025;-46.90778;3525904;;4G ;2500 
1005075368;VIVO;SP;Mogi das Cruzes;VILA MOGILAR;AVENIDA FRANCISO RODRIGUES FILHO, S/N, EM FRENTE AO 1106;-23.514875;-46.1859;3530607;;5G ;3500 
1005075376;VIVO;SP;Mogi das Cruzes;VILA PARTENIO;AVENIDA CÂNDIDO XAVIER DE ALMEIDA E SOUZA, S/N, EM FRENTE AO 3060;-23.5174;-46.184;3530607;Greenfield ;4G 5G ;2500 3500 
1005075384;VIVO;SP;Mogi das Cruzes;CENTRO CIVICO;AVENIDA VEREADOR NARCISO YAGUE GUIMARÃES, S/N, EM FRENTE AO 277;-23.519817;-46.185806;3530607;Greenfield ;4G 5G ;2500 3500 
1005076461;VIVO;PA;Faro;CENTRO;RUA SÃO JOÃO BATISTA, S/N, ;-2.17;-56.74694;1503002;Greenfield ;3G 4G ;700 1800 2100 2500 
1005076470;VIVO;AP;Macapá;JESUS DE NAZARÉ;AVENIDA GENERAL OSORIO, 1546, ;0.04833;-51.06389;1600303;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005076488;VIVO;PA;Abaetetuba;(vazio);TRAVESSA BIBIANO CARDOSO - nº S/N, SANTA ROSA, , ;-1.73083;-48.88194;1500107;Ran Sharing ;4G ;2500 
1005076496;VIVO;AP;Santana;FONTE NOVA;AVENIDA MARIA COLARES, 852C, RBR-NÃO;-0.04667;-51.16639;1600600;Ran Sharing ;4G ;2500 
1005076500;VIVO;AP;Santana;PARAÍSO;AVENIDA SETE DE SETEMBRO, S/N, RBR-NÃO;-0.02639;-51.17556;1600600;Ran Sharing ;4G ;2500 
1005076518;VIVO;AP;Santana;CENTRAL;AVENIDA PRINCESA IZABEL, 1640, RBR-NÃO;-0.03833;-51.1725;1600600;Ran Sharing ;4G ;2500 
1005076526;VIVO;AP;Santana;IGARAPÉ DA FORTALEZA;RUA MARACA, 331, RBR-NÃO;-0.05028;-51.14472;1600600;Ran Sharing ;4G ;2500 
1005076534;VIVO;MA;Timon;Parque Piaui;RUA QUINZE, 635, RBR-NÃO;-5.08667;-42.84389;2112209;Ran Sharing ;4G ;2500 
1005076542;VIVO;MA;Timon;PLANALTO FORMOSA;RUA MIL E QUATRO, 535, RBR-NÃO;-5.11139;-42.82917;2112209;Ran Sharing ;4G ;2500 
1005076550;VIVO;MA;Timon;CENTRO;PRAÇA SAO JOSE, S/N, RBR-NÃO;-5.09583;-42.82361;2112209;Ran Sharing ;4G ;2500 
1005076569;VIVO;MA;Timon;VILA BANDEIRANTE;AVENIDA MELVIN JONES, S/N, RBR-NÃO;-5.11444;-42.85139;2112209;Ran Sharing ;4G ;2500 
1005076577;VIVO;PA;Castanhal;APEU;RODOVIA BR 316, S/N, RBR-NÃO;-1.30472;-47.99944;1502400;Ran Sharing ;4G ;2500 
1005076585;VIVO;PA;Castanhal;Cristo Redentor;RUA IVO BRASIL, 89, RBR-NÃO;-1.29583;-47.94722;1502400;Ran Sharing ;4G ;2500 
1005076593;VIVO;PA;Castanhal;JADERLÂNDIA;RODOVIA BR 316, S/N, RBR-NÃO;-1.29417;-47.89222;1502400;Ran Sharing ;4G ;2500 
1005076607;VIVO;PA;Castanhal;CAICARA;ALAMEDA ELIAS MOREIRA, 315, RBR-NÃO;-1.27833;-47.92389;1502400;Ran Sharing ;4G ;2500 
1005076615;VIVO;PA;Castanhal;SAUDADE I;AVENIDA DUQUE DE CAXIAS, 510, RBR-NÃO;-1.30472;-47.93806;1502400;Ran Sharing ;4G ;2500 
1005076623;VIVO;PA;Castanhal;CENTRO;TRAVESSA FLORIANO PEIXOTO, 2153, RBR-NÃO;-1.28667;-47.92917;1502400;Ran Sharing ;4G ;2500 
1005076631;VIVO;PA;Castanhal;CENTRO;RUA EUZÉBIO FORELIZA, 4090, RBR-NÃO;-1.29972;-47.91417;1502400;Ran Sharing ;4G ;2500 
1005076640;VIVO;PA;Castanhal;NOVA OLINDA;TRAVESSA MANACEAS PORPINO, 179, RBR-NÃO;-1.29556;-47.93528;1502400;Ran Sharing ;4G ;2500 
1005076658;VIVO;PA;Castanhal;CENTRO;AVENIDA BARÃO DO RIO BRANCO, S/N, RBR-NÃO;-1.29806;-47.98056;1502400;Ran Sharing ;4G ;2500 
1005076666;VIVO;PA;Castanhal;SAO JOSE;ALAMEDA DA PAZ, S/N, RBR-NÃO;-1.28444;-47.91389;1502400;Ran Sharing ;4G ;2500 
1005076674;VIVO;PA;Castanhal;SAO JOSE;AVENIDA ROMULO DE SEIXAS, S/N, RBR-NÃO;-1.27389;-47.90944;1502400;Ran Sharing ;4G ;2500 
1005076682;VIVO;PA;Castanhal;FONTE BOA;RUA HUM, 10, RBR-NÃO;-1.28194;-47.94972;1502400;Ran Sharing ;4G ;2500 
1005076690;VIVO;PA;Castanhal;ESTRADA;RODOVIA BR 316, S/N, RBR-NÃO;-1.30361;-47.77972;1502400;Ran Sharing ;4G ;2500 
1005076704;VIVO;PA;Castanhal;CENTRO;AVENIDA MAXIMINO PORPINO, 1518, RBR-NÃO;-1.29389;-47.92389;1502400;Ran Sharing ;4G ;2500 
1005076712;VIVO;PA;Marabá;SAO JOAO;RODOVIA BR 230, S/N, RBR-NÃO;-5.37639;-49.1375;1504208;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005078146;CLARO;RO;Ariquemes;SETOR 09;RUA MACAÚBAS, S/N, ;-9.93413;-63.02088;1100023;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005078154;CLARO;RO;Ariquemes;JARDIM PAULISTA;R SANTOS, S/N, LOTE Nº11, QUADRA 27 NR 11 QD 27 LT;-9.88951;-63.04708;1100023;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005078162;CLARO;GO;Rio Verde;CENTRO;R GOIÂNIA, 1738, ;-17.78733;-50.92047;5218805;Greenfield ;2G 3G 4G 5G ;850 1800 2100 2500 3500 
1005078170;CLARO;MT;Lucas do Rio Verde;PQ DA AMERICAS;R AVENIDA TIRADENTES, S/N, PQ DA AMERICAS;-13.106;-55.9085;5105259;Greenfield ;3G 4G 5G ;700 850 2300 2500 3500 
1005078189;CLARO;RO;Buritis;SETOR 06;R JANAIR DE PAULA NETO, 118, SETOR 06;-10.20813;-63.83957;1100452;Greenfield ;3G 4G ;850 1800 2500 
1005078197;CLARO;RO;Pimenta Bueno;CENTRO;R CAMPOS SALES, 517, ;-11.6849;-61.1693;1100189;Greenfield ;3G 4G ;850 1800 2100 2500 
1005078200;CLARO;RO;Pimenta Bueno;JARDIM DOS IPÊS;R B, QUADRA 06, LOTE 04, S/N, ;-11.65439;-61.1876;1100189;Greenfield ;3G 4G ;850 1800 2100 2500 
1005078219;CLARO;RO;Pimenta Bueno;JARDIM DAS OLIVEIRAS;R MAJOR AMARANTE, QD 02, LOTE 18, S/N, ;-11.67072;-61.19867;1100189;Greenfield ;3G 4G ;850 1800 2100 2500 
1005078227;CLARO;MS;Aquidauana;-;RUA JAIME ARTIGAS,, SN, CHAPECOENSE, , ;-20.4525;-55.76806;5001102;Greenfield ;3G 4G ;700 850 2500 
1005078235;CLARO;MS;Paranaíba;LOURDES;R JOÃO MODESTO OLIVEIRA, 324, ;-19.6871;-51.1738;5006309;Greenfield ;3G 4G ;700 850 1800 2100 
1005078243;CLARO;MT;Colíder;BAIRRO DA IONE;R JOSÉ DE ALENCAR, S/N, ;-10.80019;-55.4677;5103205;Greenfield ;2G 3G 4G ;700 850 1800 2300 
1005078251;CLARO;MS;Amambai;-;RUA CLEMENTINA ALBUQUERQUE, 490, JARDIM LIMEIRA, , ;-23.13833;-55.21361;5000609;Greenfield ;3G 4G ;700 850 2500 
1005078260;CLARO;MS;Aquidauana;-;RUA LUIS MIRANDA HORTA,AO LADO DO N. 43, SN, SERRARIA, , ;-20.475;-55.77611;5001102;Greenfield ;3G 4G ;700 850 2500 
1005078278;CLARO;GO;Goiânia;CONJUNTO VERA CRUZ;R VC 56, S/N, ÁREA PÚBLICA MUNICIPAL, 7.373, QUADRA 31, LOTE 08;-16.67832;-49.38537;5208707;Greenfield ;3G 4G 5G ;700 850 2100 2500 3500 
1005078286;CLARO;GO;Goiatuba;MORADA NOVA;R NAGIB ELIAS ZURI, 372, ;-18.04347;-49.37576;5209101;Greenfield ;3G 4G ;850 1800 2500 
1005080736;CLARO;MA;Passagem Franca;CENTRO;TV SANTA LUZIA, S/N, ;-6.18093;-43.78446;2107902;Greenfield ;3G 4G ;850 2100 
1005080744;CLARO;AM;Manaus;DISTRITO INDUSTRIAL I;RUA MARAPATA, 64, ;-3.14059;-59.96321;1302603;Greenfield ;2G 3G 4G 5G ;700 1800 2100 3500 
1005080752;CLARO;PA;Conceição do Araguaia;VILA TANCREDO NEVES;AV RIO ARAGUAIA-QD: 495 LTS 01/20 ENTRADA PELA AV SÃO FELIX, S/N, ;-8.29029;-49.27588;1502707;Greenfield ;2G 3G 4G ;700 850 1800 2300 
1005080760;CLARO;MA;Arame;FAZENDA POUSADA DA SERRA;ROD MA008, S/N, DISTRITO 01, SETOR 02, QUADRA, 23, LOTE 01, S/N, ;-4.8706;-46.01112;2100956;Greenfield ;3G 4G ;700 850 2500 
1005080779;CLARO;MA;Chapadinha;AREAL;AV BELA VISTA, S/N, ;-3.70422;-43.37791;2103208;Greenfield ;2G 3G 4G ;700 850 1800 2100 2500 
1005080787;CLARO;MA;Tutóia;POVOADO COMUM;R DA CAIXA D AGUA, S/N, ;-2.78817;-42.3103;2112506;Greenfield ;3G 4G ;700 850 1800 2100 
1005085550;ALGAR;MG;Monte Alegre de Minas;RURAL;FAZ  CACHOEIRA, 0, ;-18.73285;-48.80195;3142809;Greenfield ;3G 4G ;700 850 
1005087625;CLARO;AC;Rio Branco;PORTAL DA AMAZONIA;R PROJETADA 923, S/N, ;-9.97609;-67.85649;1200401;Greenfield ;2G 3G 4G 5G ;700 850 1800 2500 3500 
1005087633;CLARO;AC;Rio Branco;CIDADE DO POVO;R GERALDO LEITE, S/N, QUADRA 18 - D CASA 10;-10.0266;-67.75667;1200401;Greenfield ;2G 3G 4G 5G ;700 850 1800 2500 3500 
1005088494;CLARO;PA;Terra Santa;CENTRO;EST DAS TROBETAS, S/N, ;-2.09356;-56.4852;1507979;Greenfield ;3G ;850 2100 
1005088508;CLARO;PA;Terra Santa;CENTRO;TV JOÃO BATISTA, S/N, ;-2.10607;-56.49153;1507979;Ran Sharing ;3G ;850 2100 
1005088516;CLARO;PA;Santa Luzia do Pará;BOSQUE;R DO COQUEIRO, LOTES 37 AO 48, S/N, ;-1.53167;-46.89333;1506559;Ran Sharing ;3G ;850 2100 
1005088524;CLARO;PA;São Sebastião da Boa Vista;CENTRO;R DAS ACÁCIAS, S/N, ;-1.72139;-49.52806;1507706;Ran Sharing ;3G ;850 2100 
1005088532;CLARO;PA;São Sebastião da Boa Vista;CENTRO;R 18 DE NOVEMBRO, S/N, ;-1.71506;-49.53244;1507706;Ran Sharing ;3G ;850 2100 
1005088540;CLARO;PA;Piçarra;BRASIL NOVO;R ULISSES JOSE DOS SANTOS, S/N, ;-6.44197;-48.86017;1505635;Greenfield ;3G ;850 2100 
1005088559;CLARO;PA;Palestina do Pará;CENTRO;AV 13, S/N, ;-5.7445;-48.31617;1505494;Greenfield ;3G ;850 2100 
1005088567;CLARO;PA;Pau D'Arco;SETOR PARAISO;R DR PEDRO PAULO BARCAUI, S/N, ;-7.82983;-50.04519;1505551;Ran Sharing ;3G ;850 2100 
1005088583;CLARO;PA;Melgaço;CENTRO;R MARECHAL RONDON, 573, ;-1.80264;-50.71403;1504505;Ran Sharing ;3G ;850 2100 
1005088591;CLARO;PA;Medicilândia;CENTRO;TV LUIZ ORIBOM, S/N, EM FRENTE AO CEMITÉRIO;-3.46028;-52.8875;1504455;Ran Sharing ;3G ;850 2100 
1005088605;CLARO;PA;Curralinho;CENTRO;AV JARBAS PASSARINHO, S/N, ;-1.81384;-49.79896;1502806;Ran Sharing ;3G ;850 2100 
1005088613;CLARO;PA;Curralinho;CENTRO;R SÃO LUÍS, S/N, ;-1.80833;-49.79269;1502806;Ran Sharing ;3G ;850 2100 
1005088621;CLARO;PA;Curuá;NOVA FLORESTA;AV 07 DE SETEMBRO, S/N, ESQUINA COM A RUA ISABEL VIANA GARCIA;-1.88901;-55.11049;1502855;Ran Sharing ;3G ;850 2100 
1005088630;CLARO;PA;Concórdia do Pará;Vila Nova;R DR. LUIZ CAZULANAL, SN, AO LADO DA ANTIGA RÁDIO COMUNITÁRIA;-1.98527;-47.94111;1502756;;3G ;2100 
1005088648;CLARO;PA;Brasil Novo;CENTRO;AV DUQUE DE CAXIAS,, 1211, ;-3.30586;-52.5388;1501725;Ran Sharing ;3G ;850 2100 
1005088656;CLARO;PA;Brasil Novo;CENTRO;R DO CAMPO, S/N, ;-3.29056;-52.54556;1501725;Greenfield ;3G ;850 2100 
1005088664;CLARO;PA;Bannach;CENTRO;R MARIA IZABEL, S/N, ;-7.34817;-50.41056;1501253;Ran Sharing ;3G ;850 2100 
1005088672;CLARO;PA;Bagre;CENTRO;TV ALFREDO BARBOSA,, S/N, ;-1.89719;-50.2099;1501105;Ran Sharing ;3G ;850 2100 
1005088680;CLARO;PA;Bagre;CENTRO;R FERNANDO GUILHON, AO LADO DO POSTO DE SAÚDE, SN, ;-1.89722;-50.21444;1501105;Ran Sharing ;3G ;850 2100 
1005088699;CLARO;PA;Brejo Grande do Araguaia;CENTRO;TV PARÁ, S/N, ;-5.70161;-48.40472;1501758;Greenfield ;3G ;850 2100 
1005088702;CLARO;PA;Belterra;CENTRO;EST 1 X MERCADO MUNICIPAL, S/N, ;-2.63772;-54.93681;1501451;Ran Sharing ;3G ;850 2100 
1005088710;CLARO;PA;Abel Figueiredo;ZONA RURAL;ROD BR 222, KM 91, S/N, ;-4.95417;-48.41194;1500131;Ran Sharing ;3G ;850 2100 
1005089580;CLARO;DF;Brasília;JARDIM BOTÂNICO;SHIS QI 27 LT. 04 COND. SOL NASCENTE, CH. TABOQUINHA, S/N, ;-15.84422;-47.79331;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005089598;CLARO;DF;Brasília;GUARÁ I;R QE 14 CONJUNTO D LOTE 05, S/N, ;-15.82251;-47.99078;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005089601;CLARO;DF;Brasília;SUDOESTE.;AV QUADRA SQSW 300, S/N, ;-15.79344;-47.92048;5300108;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 3500 
1005089610;CLARO;DF;Brasília;ASA NORTE;R SCRN 712/713 - BLOCO A -, SN, ;-15.75093;-47.89572;5300108;Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005089849;VIVO;SP;Marília;JARDIM MARIA IZABEL;AVENIDA DAS ESMERALDAS, 781, ;-22.224164;-49.933028;3529005;Greenfield Rooftop ;3G 4G 5G ;700 850 1800 2100 2500 3500 
1005089857;VIVO;SP;Marília;JARDIM FLAMINGO;Rua Aparício Castilho Menegucci X Rua Ademar Ferreira de Melo Júnior, S/N, ;-22.255167;-49.991139;3529005;Greenfield ;3G 4G 5G ;700 850 2500 3500 
1005090502;VIVO;BA;Maraú;BARRA GRANDE;LOTEAMENTO DA COSTA, S/N, DIST. DE BARRA GRANDE;-13.9048;-38.9307;2920700;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091053;CLARO;MA;São Luís;CENTRO;R OSVALDO CRUZ, 490, ;-2.53086;-44.29906;2111300;Rooftop ;2G 3G 4G 5G ;700 850 1800 2100 2500 3500 
1005091061;CLARO;MA;Barra do Corda;TRIZIDELA;R MANZOETO FRANCO, S/N, PRÓXIMO BR-226;-5.49542;-45.27108;2101608;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091070;CLARO;MA;Itapecuru Mirim;CENTRO;R COELHO NETO-AO LADO N516 ÓTICAS CAROL, S/N, ;-3.39472;-44.35778;2105401;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005091088;CLARO;MA;Pinheiro;JOÃO CASTELO;R 04, QUADRA 60, LOTE 888, S/N, ;-2.53254;-45.09797;2108603;Greenfield ;2G 3G 4G ;700 850 1800 2100 2500 
1005091096;CLARO;MA;Santa Helena;CENTRO;R FORMOSA, S/N, ;-2.23944;-45.30614;2109809;Greenfield ;3G 4G ;700 850 2500 
1005091100;CLARO;PA;Parauapebas;CIDADE JARDIM;R D8, S/N, QD97 LT32;-6.07036;-49.86361;1505536;Greenfield ;3G 4G 5G ;700 850 1800 2500 3500 
1005091118;CLARO;PA;Santana do Araguaia;EXPANÇÃO;R JOSE A. SOARES, S/N, QD06 LT01;-9.33528;-50.34725;1506708;Greenfield ;3G 4G ;850 2100 2500 
1005091126;CLARO;PA;Dom Eliseu;BARTOLOMEU;R GLAUQUIO MENDES, SN, ;-4.31081;-47.54828;1502939;Greenfield ;3G 4G ;700 850 1800 2100 
1005091134;CLARO;PA;Barcarena;LARANJAL;ROD PA 481, 105, ;-1.52063;-48.66344;1501303;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 
1005091142;CLARO;PA;Barcarena;COMERCIAL;TV 7 DE SETEMBRO, SN, ESQUINA COM A RUA CAP. TOMÉ SERRÃO;-1.50729;-48.62478;1501303;Greenfield ;3G 4G 5G ;700 850 1800 2100 2300 2500 
1005091150;CLARO;MA;Rosário;CENTRO;TV JOSÉ MACHADO, 305, ;-2.93258;-44.24681;2109601;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091169;CLARO;AM;Nova Olinda do Norte;SANTA LUZIA;RUA LAÉRCIO DÁRIO, 77, ;-3.89442;-59.09427;1303106;Greenfield ;2G 3G 4G ;700 850 1800 2100 2300 2500 
1005091177;CLARO;AM;Benjamin Constant;BOM JARDIM;EST BENJAMIN CONSTANT KM 02, 1771, ;-4.37724;-70.03181;1300607;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091185;CLARO;MA;Turiaçu;CANÁRIO;R DA CERÂMICA, 1, ;-1.66493;-45.38493;2112407;Greenfield ;3G 4G ;700 850 1800 2500 
1005091193;CLARO;MA;Cururupu;AREIA BRANCA;ROD GOVERNADOR ANTÔNIO DINO, S/N, ;-1.84206;-44.86894;2103703;Greenfield ;2G 3G 4G ;700 850 1800 2500 
1005091207;CLARO;PA;Benevides;Luiz Gonzaga;R MARUDÁ, 13, PRÓX. ESQUINA COM RUA PROJETADA-DIVINA PROVIDENCIA;-1.31392;-48.22725;1501501;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091215;CLARO;AM;Benjamin Constant;CENTRO;R SANTOS DUMONT, SN, ;-4.37724;-70.03181;1300607;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091223;CLARO;AM;Boca do Acre;PRAIA DO GADO;AV BOCA DO ACRE, 72 - QUADRA 03, ;-8.74513;-67.3993;1300706;Greenfield ;3G 4G ;850 2500 
1005091231;CLARO;AM;Boca do Acre;MACAXEIRAL;R NAZARÉ OLIVEIRA I, S/N, DO LADO DA CASA N°1428  LOTEAMENTO NAZARÉ;-8.75759;-67.38597;1300706;Greenfield ;3G 4G ;850 2500 
1005091240;CLARO;AM;Coari;NAZARÉ PINHEIRO;R PRINCIPAL, 86, ;-4.09798;-63.15623;1301209;Greenfield ;3G 4G ;850 2500 
1005091258;CLARO;AM;Eirunepé;NOSSA SENHORA DE FÁTIMA;AV PREFEITO JOÃO CAVALCANTE, SN, ;-6.65665;-69.88058;1301407;Greenfield ;3G 4G ;700 850 1800 2100 2500 
1005091266;CLARO;AM;Tabatinga;VILA PARAÍSO;R JOSE IPUCHIMA, SN, ;-4.23043;-69.9203;1304062;Greenfield ;3G 4G ;700 850 1800 2100 2300 2500 
1005091274;CLARO;AM;Tefé;VILA MILITAR;EST DA CERÂMICA, 220, EM FRENTE AO PRÉDIO NÚMERO 88;-3.37272;-64.72079;1304203;Greenfield ;3G 4G ;700 850 2100 2500 
1005091282;CLARO;MA;Grajaú;QUEM DERA;R SANTA FÉ, 433, ;-5.81316;-46.11777;2104800;Greenfield ;3G 4G ;700 850 1800 2100 
1005091290;CLARO;MA;Matões;ANTONIO ALVES;AV PARNARAMA, S/N, ;-5.53611;-43.19964;2106607;Greenfield ;3G 4G ;700 850 2500 
1005091304;CLARO;MA;Pinheiro;FOMENTO;R JOÃO DOS SANTOS MOREIRA, SN, GINASIO JOSÉ RAIMUNDO PINHEIRO;-2.52889;-45.091;2108603;Greenfield ;3G 4G ;700 850 1800 2500 
1005091312;CLARO;MA;São José de Ribamar;ITAPARI/PANAQUATIRA;R OLHO D AGUA, S/N, ;-2.5195;-44.04681;2111201;Greenfield ;3G 4G ;700 850 1800 2500 
1005091320;CLARO;PA;Moju;ZONA RURAL;ROD PA 150, SN, KM03 - ANTES DA PA 252;-1.91288;-48.76879;1504703;Greenfield ;3G 4G ;850 2500 
1005091711;CLARO;BA;Feira de Santana;CENTRO;AV GETULIO VARGAS, S/N, SPACE PARK;-12.25507;-38.96111;2910800;SmallCell ;3G ;2100 
1005091720;CLARO;BA;Feira de Santana;CENTRO;R BARÃO DE COTEGIPE, 1513, ;-12.25044;-38.96266;2910800;SmallCell ;3G ;2100 
1005091738;CLARO;BA;Feira de Santana;CENTRO;AV GETÚLIO VARGAS, S/N, ED. ANTONIO PINTO;-12.2556;-38.9657;2910800;SmallCell ;3G ;2100 
